id,first_name,last_name,full_name,math_score,history_score,physics_score,chemistry_score,biology_score,english_score,geography_score
831,Cassandra,Hodges,Cassandra Hodges,78,95,66,70,75,99,84
832,Christian,Powers,Christian Powers,100,54,70,58,50,95,92
833,Brittany,Collier,Brittany Collier,73,97,87,93,78,99,86
834,James,Bridges,James Bridges,96,63,85,77,82,65,88
835,Alexander,Fowler,Alexander Fowler,82,84,93,70,99,66,80
836,Andrew,Wong,Andrew Wong,81,91,71,79,98,69,75
837,Bobby,Valdez,Bobby Valdez,97,80,67,71,75,96,100
838,Mary,Bird,Mary Bird,92,65,95,60,93,69,82
839,Andrew,Rodriguez,Andrew Rodriguez,81,77,92,97,62,65,92
840,Melanie,Carter,Melanie Carter,99,69,71,84,96,84,69
841,Randy,Lopez,Randy Lopez,97,100,87,90,96,86,93
842,David,Cole,David Cole,80,87,94,68,89,82,76
843,Jennifer,Baxter,Jennifer Baxter,88,62,91,83,97,83,63
844,Shannon,Graham,Shannon Graham,95,72,99,67,83,78,65
845,Stephanie,Bush,Stephanie Bush,90,81,69,70,95,97,62
846,Keith,Tanner,Keith Tanner,77,89,50,82,71,78,70
847,Robert,Anderson,Robert Anderson,82,69,91,95,82,85,60
848,Matthew,Cantu,Matthew Cantu,90,74,88,97,88,73,66
849,Heather,Johnson,Heather Johnson,94,90,81,82,100,82,98
850,Lee,Taylor,Lee Taylor,87,84,76,87,65,80,72
851,Jessica,Williams,Jessica Williams,86,66,88,98,68,79,77
852,Holly,Sanchez,Holly Sanchez,84,85,83,69,82,91,69
853,James,Ray,James Ray,86,63,85,64,98,97,86
854,William,Hernandez,William Hernandez,70,66,98,96,64,65,91
855,Lisa,Brown,Lisa Brown,87,94,72,93,44,92,83
856,Kevin,York,Kevin York,47,78,75,62,61,55,93
857,Benjamin,Davis,Benjamin Davis,96,63,77,93,61,86,83
858,Sarah,Nielsen,Sarah Nielsen,54,93,96,59,84,79,93
859,Elizabeth,Parks,Elizabeth Parks,59,100,64,68,86,89,91
860,Deborah,Moore,Deborah Moore,92,99,93,82,97,70,79
861,Michael,Anderson,Michael Anderson,100,62,78,74,72,73,78
862,Brian,Adams,Brian Adams,92,81,84,84,84,66,74
863,Anthony,Silva,Anthony Silva,75,66,91,73,100,94,67
864,Melinda,Velazquez,Melinda Velazquez,93,74,63,97,64,61,92
865,Andre,Hoffman,Andre Hoffman,100,96,67,63,91,96,84
866,Vanessa,Coleman,Vanessa Coleman,80,84,67,96,88,94,86
867,Stephanie,Hernandez,Stephanie Hernandez,100,92,66,96,76,88,77
868,Timothy,David,Timothy David,52,65,74,71,63,59,67
869,Carol,Cortez,Carol Cortez,95,69,91,67,67,70,71
870,Justin,Kelly,Justin Kelly,100,67,100,65,67,92,67
871,George,King,George King,96,73,90,84,64,75,62
872,Ashley,Craig,Ashley Craig,60,67,94,74,71,98,74
873,Patricia,Sullivan,Patricia Sullivan,51,98,90,54,77,80,71
874,David,Jones,David Jones,85,100,93,64,81,78,64
875,Cody,Smith,Cody Smith,76,86,68,83,82,67,69
876,Joseph,Jackson,Joseph Jackson,92,63,87,92,81,78,74
877,Adam,Edwards,Adam Edwards,90,89,95,73,79,98,68
878,Brian,Morales,Brian Morales,73,53,68,60,95,96,99
879,Melissa,Fry,Melissa Fry,90,89,92,93,97,92,100
880,Lori,Jacobson,Lori Jacobson,87,87,86,91,90,75,79
881,Jessica,Shannon,Jessica Shannon,93,96,70,92,65,90,84
882,Sharon,Ramirez,Sharon Ramirez,75,91,68,86,81,72,89
883,Nicole,Rice,Nicole Rice,96,100,99,82,79,95,89
884,Alison,Webster,Alison Webster,63,75,68,63,63,73,79
885,Alexander,Mitchell,Alexander Mitchell,85,90,89,98,100,97,95
886,Bryan,Grimes,Bryan Grimes,93,61,65,77,97,90,90
887,Nicole,Mcdonald,Nicole Mcdonald,60,92,82,65,82,91,67
888,Christopher,Ramirez,Christopher Ramirez,95,91,63,83,75,73,74
889,Lawrence,Fields,Lawrence Fields,61,73,76,51,76,50,77
890,Rebecca,Molina,Rebecca Molina,97,81,65,70,62,96,75
891,John,Castillo,John Castillo,90,64,91,93,86,91,97
892,Sandra,Davis,Sandra Davis,90,100,80,66,63,69,66
893,Andrew,Smith,Andrew Smith,85,74,68,68,75,78,95
894,Elizabeth,Smith,Elizabeth Smith,82,87,98,73,74,89,66
895,Scott,Schultz,Scott Schultz,95,88,66,72,92,52,70
896,Joseph,Harper,Joseph Harper,95,96,66,68,90,91,99
897,Ryan,Salazar,Ryan Salazar,81,90,71,97,81,86,73
898,Brenda,Davis,Brenda Davis,62,69,99,95,73,79,83
899,Chad,Taylor,Chad Taylor,95,92,89,64,77,80,66
900,Natasha,Edwards,Natasha Edwards,64,62,51,85,74,91,93
901,Pamela,Edwards,Pamela Edwards,96,67,88,82,90,74,96
902,Cynthia,Richardson,Cynthia Richardson,40,58,57,68,57,99,95
903,Robert,Johnson,Robert Johnson,87,80,84,65,91,84,65
904,Kevin,Ryan,Kevin Ryan,74,95,82,61,70,88,92
905,Eileen,Nicholson,Eileen Nicholson,51,56,64,85,91,78,97
906,Robert,Torres,Robert Torres,57,74,98,93,63,70,67
907,Alicia,Beltran,Alicia Beltran,84,54,52,52,65,54,69
908,Jessica,Wong,Jessica Wong,84,83,71,98,93,95,99
909,Ruben,Meyer,Ruben Meyer,100,84,73,96,97,85,63
910,Megan,Alexander,Megan Alexander,90,91,88,95,98,99,71
911,Jennifer,Gonzalez,Jennifer Gonzalez,97,77,66,93,99,78,91
912,Carl,Ferguson,Carl Ferguson,77,93,69,75,88,81,89
913,Valerie,Romero,Valerie Romero,82,61,79,84,73,95,85
914,Laura,Romero,Laura Romero,89,68,83,88,69,79,74
915,Heidi,Adams,Heidi Adams,43,83,58,89,87,78,86
916,Regina,Spencer,Regina Spencer,86,85,66,94,62,86,92
917,Lee,Campbell,Lee Campbell,92,74,95,97,87,78,68
918,Noah,Mcdaniel,Noah Mcdaniel,71,70,60,84,87,87,64
919,Dorothy,Mitchell,Dorothy Mitchell,92,81,71,97,96,72,63
920,Michael,Mccarthy,Michael Mccarthy,77,92,65,62,76,84,100
921,Matthew,Jones,Matthew Jones,90,62,87,63,77,71,68
922,John,Riley,John Riley,91,85,98,96,98,96,93
923,Shelly,Dominguez,Shelly Dominguez,88,72,96,97,71,60,61
924,Ann,Evans,Ann Evans,98,73,85,78,61,74,96
925,David,Perez,David Perez,87,60,67,88,99,56,92
926,Nicole,Bell,Nicole Bell,66,64,82,82,72,96,100
927,Amanda,Garcia,Amanda Garcia,83,98,51,72,90,59,73
928,Charles,Owens,Charles Owens,40,94,90,68,61,77,92
929,Teresa,Henry,Teresa Henry,43,90,78,63,68,63,72
930,Luis,Frank,Luis Frank,100,97,74,74,82,75,69
931,Timothy,Booth,Timothy Booth,93,70,74,78,94,75,96
932,Michael,Moon,Michael Moon,98,86,82,72,79,93,94
933,Rachel,Hall,Rachel Hall,90,95,73,81,81,62,81
934,Thomas,Nguyen,Thomas Nguyen,90,77,86,91,76,78,62
935,Tiffany,Fields,Tiffany Fields,68,67,65,68,63,97,63
936,Jessica,Marshall,Jessica Marshall,91,60,98,77,72,74,63
937,Maurice,Nguyen,Maurice Nguyen,87,74,92,67,85,63,87
938,William,Kelly,William Kelly,91,90,88,92,75,98,91
939,Harry,Hunter,Harry Hunter,98,72,87,74,100,84,85
940,Gary,Gentry,Gary Gentry,85,74,79,82,71,87,67
941,Maria,Malone,Maria Malone,40,97,71,70,73,81,85
942,Jason,Vazquez,Jason Vazquez,76,75,76,67,60,77,100
943,Patrick,West,Patrick West,89,76,84,93,64,86,95
944,Alexandra,Brown,Alexandra Brown,76,73,74,73,81,87,84
945,Jennifer,Torres,Jennifer Torres,91,61,100,88,73,84,100
946,Daniel,Smith,Daniel Smith,55,58,96,88,99,98,71
947,Catherine,Boyle,Catherine Boyle,93,88,76,73,67,88,76
948,Amanda,Bush,Amanda Bush,84,68,60,86,90,84,81
949,Emma,Copeland,Emma Copeland,62,65,98,52,66,94,82
950,Bradley,Avery,Bradley Avery,80,81,75,72,71,84,87
951,Danielle,Martinez,Danielle Martinez,93,84,85,94,95,74,83
952,Anna,Wolf,Anna Wolf,92,82,63,61,66,84,98
953,Megan,Whitaker,Megan Whitaker,87,89,91,89,93,92,95
954,Melissa,Richard,Melissa Richard,83,69,93,60,98,83,88
955,Richard,Small,Richard Small,95,75,87,67,96,86,85
956,Victor,Phillips,Victor Phillips,79,65,92,67,78,66,98
957,Madison,Callahan,Madison Callahan,87,68,84,92,96,88,60
958,Connor,Olson,Connor Olson,94,92,76,74,65,96,87
959,Hunter,Allen,Hunter Allen,82,77,95,81,83,73,76
960,Shannon,Johnson,Shannon Johnson,90,98,89,78,74,93,65
961,Samantha,Alexander,Samantha Alexander,100,68,62,76,72,94,89
962,Justin,Lester,Justin Lester,98,85,75,66,73,88,85
963,Hunter,Miller,Hunter Miller,80,84,94,63,62,72,68
964,Shelia,Rogers,Shelia Rogers,89,91,96,100,95,93,86
965,Laura,Walker,Laura Walker,96,67,74,90,75,95,83
966,Ashley,Green,Ashley Green,94,82,80,80,33,93,78
967,Beth,Bonilla,Beth Bonilla,64,65,97,96,80,80,78
968,Ray,Padilla,Ray Padilla,89,89,100,96,96,85,92
969,Jennifer,Cummings,Jennifer Cummings,97,78,99,88,69,98,60
970,Daniel,Peterson,Daniel Peterson,91,97,87,93,94,90,88
971,Andrew,Miller,Andrew Miller,96,98,99,65,95,76,68
972,Scott,Jacobson,Scott Jacobson,81,68,97,86,90,78,80
973,Jennifer,Baker,Jennifer Baker,87,89,61,66,72,90,61
974,Suzanne,Morrow,Suzanne Morrow,67,56,77,93,95,50,74
975,Melissa,Gonzales,Melissa Gonzales,100,95,60,89,77,89,67
976,Erik,Miller,Erik Miller,88,74,60,60,78,94,69
977,Pamela,Flores,Pamela Flores,86,64,100,76,99,77,86
978,Amanda,Hernandez,Amanda Hernandez,85,87,90,88,87,97,100
979,Gregory,Schaefer,Gregory Schaefer,93,95,80,88,83,62,65
980,Annette,Logan,Annette Logan,80,66,77,81,99,99,83
981,Tamara,Long,Tamara Long,56,67,57,79,87,89,89
982,John,Baker,John Baker,87,62,84,96,69,98,64
983,Justin,Lynch,Justin Lynch,97,85,96,61,97,79,70
984,Daniel,Knight,Daniel Knight,86,67,98,86,86,83,89
985,Angelica,Jones,Angelica Jones,97,85,81,71,62,62,82
986,Lance,Nelson,Lance Nelson,91,94,97,97,100,88,99
987,Katherine,Jacobson,Katherine Jacobson,86,64,96,84,86,96,92
988,Corey,Taylor,Corey Taylor,90,97,54,59,82,76,72
989,Laura,Russell,Laura Russell,95,87,87,84,95,84,65
990,Arthur,Harris,Arthur Harris,90,100,76,76,84,79,84
991,Victoria,Garcia,Victoria Garcia,66,68,87,70,77,76,89
992,David,Gonzales,David Gonzales,81,92,72,91,67,71,88
993,Charles,Thomas,Charles Thomas,85,99,86,69,68,98,62
994,Oscar,Gonzalez,Oscar Gonzalez,94,90,95,85,98,91,96
995,Sarah,Miller,Sarah Miller,81,71,83,63,80,79,83
996,Eric,Davis,Eric Davis,97,87,95,67,98,93,89
997,Patrick,Martin,Patrick Martin,100,79,72,98,87,76,76
998,Susan,Schmidt,Susan Schmidt,54,64,72,80,98,83,85
999,Brett,Bell,Brett Bell,97,87,70,74,73,74,81
1000,Dennis,Summers,Dennis Summers,65,83,67,84,89,65,73
1001,Brandon,Smith,Brandon Smith,53,51,57,72,77,78,79
1002,Nicole,Williams,Nicole Williams,82,74,80,88,92,96,95
1003,Rachel,Frye,Rachel Frye,93,90,79,54,53,99,79
1004,Tyler,Cabrera,Tyler Cabrera,93,90,73,94,81,84,74
1005,Maureen,Jones,Maureen Jones,91,95,88,89,58,81,69
1006,Pamela,Green,Pamela Green,99,91,85,100,84,77,98
1007,Jeffery,Mcdonald,Jeffery Mcdonald,87,63,81,85,62,98,81
1008,Austin,Matthews,Austin Matthews,83,79,91,62,63,76,93
1009,Jacqueline,Allen,Jacqueline Allen,59,73,90,74,95,77,81
1010,Joanna,Dominguez,Joanna Dominguez,74,68,71,60,97,64,63
1011,Brian,Griffin,Brian Griffin,81,98,71,92,74,93,63
1012,Dean,Lee,Dean Lee,80,92,85,81,94,75,72
1013,Denise,Rodriguez,Denise Rodriguez,89,66,72,77,79,95,92
1014,Brendan,Rivera,Brendan Rivera,65,78,82,65,100,92,64
1015,Jackson,Smith,Jackson Smith,94,61,60,77,75,93,60
1016,Craig,Weber,Craig Weber,93,70,80,67,77,80,91
1017,Joseph,Carpenter,Joseph Carpenter,90,69,91,84,65,86,93
1018,Sarah,Tucker,Sarah Tucker,67,60,87,73,92,82,70
1019,Steven,Hernandez,Steven Hernandez,81,91,73,72,49,81,72
1020,Robert,Foley,Robert Foley,95,71,88,96,82,65,80
1021,Michael,Carr,Michael Carr,67,50,93,86,66,73,85
1022,Walter,Herrera,Walter Herrera,83,69,99,88,87,81,68
1023,Sarah,Mckinney,Sarah Mckinney,87,96,67,64,67,81,90
1024,Jacob,Nguyen,Jacob Nguyen,82,71,84,68,74,64,73
1025,Mary,Garza,Mary Garza,97,87,65,90,66,84,75
1026,Jesse,Hawkins,Jesse Hawkins,88,67,77,89,97,70,71
1027,Jordan,Boyd,Jordan Boyd,91,94,81,61,61,82,73
1028,Latoya,Mullins,Latoya Mullins,77,60,83,65,81,80,88
1029,Jill,Armstrong,Jill Armstrong,94,65,96,77,83,75,98
1030,Aaron,Peterson,Aaron Peterson,100,82,91,82,70,51,77
1031,April,Greene,April Greene,96,75,79,72,69,94,64
1032,Theodore,Gomez,Theodore Gomez,75,64,76,65,44,80,91
1033,John,Gardner,John Gardner,94,84,85,63,67,89,66
1034,Joseph,Petersen,Joseph Petersen,89,100,89,65,91,83,61
1035,Matthew,Potter,Matthew Potter,100,80,74,87,77,95,92
1036,Linda,Munoz,Linda Munoz,94,97,61,67,77,88,70
1037,Samantha,Stewart,Samantha Stewart,78,78,100,87,98,80,98
1038,Michael,Reyes,Michael Reyes,65,71,88,57,75,62,62
1039,Sarah,Murphy,Sarah Murphy,68,81,72,76,93,94,97
1040,Derrick,Melton,Derrick Melton,93,78,98,76,86,89,92
1041,Donna,Horne,Donna Horne,100,64,95,83,83,94,83
1042,Natasha,Butler,Natasha Butler,85,99,64,78,63,95,91
1043,David,Vasquez,David Vasquez,80,93,82,89,94,95,70
1044,Christopher,Lester,Christopher Lester,97,80,60,98,86,83,75
1045,Martin,Franco,Martin Franco,85,90,100,84,95,77,62
1046,Katherine,Donaldson,Katherine Donaldson,87,76,87,98,61,92,81
1047,Harold,Daniels,Harold Daniels,79,70,82,63,90,89,96
1048,Michael,Anderson,Michael Anderson,87,86,73,88,98,71,85
1049,Nichole,Harrington,Nichole Harrington,72,88,62,60,97,86,64
1050,Wendy,Clark,Wendy Clark,89,99,93,99,87,89,98
1051,Chelsea,Taylor,Chelsea Taylor,62,88,87,90,84,88,95
1052,Jeffrey,Knight,Jeffrey Knight,93,84,86,82,62,87,84
1053,Katelyn,Watkins,Katelyn Watkins,75,97,97,83,74,74,74
1054,Anne,Johnston,Anne Johnston,75,66,61,69,68,96,63
1055,Rebecca,Carpenter,Rebecca Carpenter,88,93,92,70,90,94,85
1056,Ashley,Baker,Ashley Baker,86,95,95,72,72,80,65
1057,Lacey,Norris,Lacey Norris,86,98,97,75,83,95,80
1058,Angela,Moore,Angela Moore,99,95,88,68,91,62,75
1059,Maria,Obrien,Maria Obrien,95,85,76,96,68,74,93
1060,Rebecca,Larsen,Rebecca Larsen,92,72,61,93,86,97,79
1061,Amanda,Rodriguez,Amanda Rodriguez,88,91,96,99,85,62,86
1062,Patrick,Clark,Patrick Clark,92,60,76,61,94,93,94
1063,Janet,Morrison,Janet Morrison,70,70,75,83,60,86,62
1064,James,Acosta,James Acosta,85,90,98,92,89,88,95
1065,Richard,Burke,Richard Burke,79,78,69,80,72,71,88
1066,Donald,Contreras,Donald Contreras,60,88,75,94,87,82,79
1067,Kenneth,Mendez,Kenneth Mendez,63,86,89,87,67,73,80
1068,Kenneth,Sparks,Kenneth Sparks,99,77,82,60,88,91,93
1069,Natasha,Morales,Natasha Morales,93,61,71,82,43,94,88
1070,David,Mendoza,David Mendoza,63,72,92,82,84,82,60
1071,Melissa,Wright,Melissa Wright,81,86,84,78,63,86,73
1072,Cindy,Hamilton,Cindy Hamilton,60,61,66,82,100,76,79
1073,Nancy,Walker,Nancy Walker,68,50,68,53,58,87,74
1074,Matthew,Peterson,Matthew Peterson,89,97,65,75,61,60,60
1075,Grant,Mason,Grant Mason,86,87,89,91,90,85,92
1076,David,Mays,David Mays,71,96,83,76,60,87,74
1077,Sheryl,Parker,Sheryl Parker,72,69,58,79,70,50,98
1078,Ross,Sanchez,Ross Sanchez,74,67,90,69,83,89,68
1079,Robert,Barnett,Robert Barnett,99,84,75,81,91,87,63
1080,Dean,Sims,Dean Sims,99,78,74,95,72,65,91
1081,Jaime,Morrison,Jaime Morrison,88,71,82,98,91,73,74
1082,Regina,Hernandez,Regina Hernandez,65,72,77,89,74,76,61
1083,Margaret,Smith,Margaret Smith,90,99,87,81,90,80,92
1084,Kyle,Garcia,Kyle Garcia,91,88,79,60,82,96,83
1085,Trevor,Stark,Trevor Stark,86,92,66,66,100,99,91
1086,Nathaniel,Adams,Nathaniel Adams,86,84,98,67,76,75,65
1087,Gabriela,Martinez,Gabriela Martinez,92,91,85,94,69,80,71
1088,Debra,Walter,Debra Walter,90,97,64,64,61,81,93
1089,Kimberly,Herrera,Kimberly Herrera,98,69,61,62,82,87,64
1090,William,Fleming,William Fleming,72,93,68,62,83,98,67
1091,Brandon,Foster,Brandon Foster,77,93,83,84,83,84,71
1092,John,Wilson,John Wilson,75,52,84,70,81,99,85
1093,George,Kerr,George Kerr,94,82,83,76,83,93,94
1094,Kenneth,Gilbert,Kenneth Gilbert,75,88,71,62,90,78,95
1095,Jodi,Price,Jodi Price,91,91,66,97,62,89,82
1096,Jordan,Sheppard,Jordan Sheppard,75,64,100,63,98,71,73
1097,Tristan,Martinez,Tristan Martinez,93,79,86,72,89,61,98
1098,Sharon,Chandler,Sharon Chandler,86,81,80,85,62,86,69
1099,Steven,Allen,Steven Allen,92,61,96,79,97,89,78
1100,Douglas,Robertson,Douglas Robertson,90,91,61,72,64,84,72
1101,Sabrina,Zavala,Sabrina Zavala,92,78,96,91,82,98,100
1102,Corey,Merritt,Corey Merritt,90,88,71,96,72,74,80
1103,Jennifer,Salas,Jennifer Salas,78,92,77,100,61,82,61
1104,John,Klein,John Klein,82,58,58,91,91,55,98
1105,Rachel,Grant,Rachel Grant,86,62,81,63,75,92,95
1106,Jose,Wood,Jose Wood,83,63,93,94,93,90,78
1107,Michelle,Mcdonald,Michelle Mcdonald,69,85,70,79,68,81,89
1108,Thomas,George,Thomas George,83,81,96,96,62,82,77
1109,Charles,Torres,Charles Torres,84,63,98,70,92,78,93
1110,Jonathan,Finley,Jonathan Finley,89,71,77,88,66,80,87
1111,Diana,Long,Diana Long,77,99,73,83,71,82,80
1112,Jonathan,Johnson,Jonathan Johnson,94,88,98,64,99,98,96
1113,Nicole,Robinson,Nicole Robinson,93,64,81,74,96,94,98
1114,Rebecca,Mckinney,Rebecca Mckinney,92,88,90,94,88,92,96
1115,Daniel,Guerrero,Daniel Guerrero,73,87,92,99,84,91,71
1116,Jillian,Dominguez,Jillian Dominguez,90,87,100,98,91,98,96
1117,Samantha,Phillips,Samantha Phillips,87,58,85,82,100,87,91
1118,Dylan,Rogers,Dylan Rogers,88,74,99,72,63,87,79
1119,Brittany,Spencer,Brittany Spencer,88,99,71,85,82,94,90
1120,Melissa,Terry,Melissa Terry,96,87,64,88,64,92,77
1121,Robin,Perez,Robin Perez,89,96,85,91,100,91,91
1122,Veronica,Hopkins,Veronica Hopkins,58,77,69,83,94,70,97
1123,Daniel,Lewis,Daniel Lewis,95,98,97,94,88,99,96
1124,Mallory,Collins,Mallory Collins,76,69,86,72,71,79,63
1125,Stephen,Sosa,Stephen Sosa,87,89,91,76,77,97,61
1126,Andrew,Hunter,Andrew Hunter,60,65,86,66,61,99,89
1127,David,Hartman,David Hartman,70,61,83,52,81,97,69
1128,Paul,Taylor,Paul Taylor,90,86,99,94,100,89,85
1129,Brittany,Simmons,Brittany Simmons,75,96,61,73,60,77,81
1130,Emma,Jones,Emma Jones,96,100,96,87,83,81,95
1131,Matthew,Aguilar,Matthew Aguilar,88,98,81,61,62,96,60
1132,Brett,Myers,Brett Myers,99,60,87,94,71,93,93
1133,Lisa,Alexander,Lisa Alexander,86,99,64,88,84,95,97
1134,Stephanie,Allen,Stephanie Allen,96,61,85,87,83,80,79
1135,Rebecca,Clark,Rebecca Clark,87,99,70,81,62,90,91
1136,Andrew,Sanders,Andrew Sanders,89,90,96,97,87,84,63
1137,Julia,Day,Julia Day,77,98,67,67,80,90,66
1138,Amber,Levy,Amber Levy,57,71,51,59,84,74,68
1139,Nicole,Daniel,Nicole Daniel,88,93,91,92,53,65,88
1140,Sarah,Wells,Sarah Wells,56,75,78,82,98,99,81
1141,Laura,Stone,Laura Stone,94,79,64,79,96,98,93
1142,Katherine,Glenn,Katherine Glenn,57,71,76,59,58,84,73
1143,Catherine,Mccall,Catherine Mccall,81,86,68,65,87,78,82
1144,Tammy,Andrews,Tammy Andrews,96,83,64,84,98,79,99
1145,Kathryn,Powell,Kathryn Powell,97,66,76,80,81,82,64
1146,Michael,Lutz,Michael Lutz,86,76,92,86,75,67,79
1147,Brian,Myers,Brian Myers,94,74,95,82,100,63,97
1148,Maria,Adams,Maria Adams,88,83,94,80,97,95,78
1149,Ronnie,Nguyen,Ronnie Nguyen,84,74,74,67,72,99,65
1150,Daniel,Stephens,Daniel Stephens,85,82,88,62,71,71,75
1151,Brandon,Oliver,Brandon Oliver,78,89,95,71,68,71,69
1152,David,Vazquez,David Vazquez,86,66,77,74,84,72,95
1153,Desiree,Moore,Desiree Moore,99,98,80,83,89,68,61
1154,Jessica,Turner,Jessica Turner,67,64,99,84,100,81,78
1155,Scott,Bishop,Scott Bishop,84,94,60,83,97,75,97
1156,Cassandra,Flores,Cassandra Flores,72,62,96,95,97,71,83
1157,Miguel,Hernandez,Miguel Hernandez,74,88,99,92,93,85,81
1158,Brittany,Welch,Brittany Welch,74,74,83,52,70,87,95
1159,Robert,Ross,Robert Ross,91,92,64,69,82,94,61
1160,Jennifer,White,Jennifer White,77,66,94,77,49,83,64
1161,Rebecca,Smith,Rebecca Smith,87,90,91,60,95,67,62
1162,Jessica,Ferrell,Jessica Ferrell,60,70,61,63,61,71,73
1163,Jeremy,Montgomery,Jeremy Montgomery,92,84,86,80,73,97,88
1164,Angel,Gilbert,Angel Gilbert,71,89,63,50,63,64,69
1165,Rebecca,Roman,Rebecca Roman,62,100,91,75,99,76,78
1166,Frank,Lopez,Frank Lopez,100,85,81,91,75,64,83
1167,Thomas,Hernandez,Thomas Hernandez,94,65,100,77,66,96,68
1168,Crystal,Miller,Crystal Miller,98,80,66,94,86,72,86
1169,Nicholas,Wallace,Nicholas Wallace,94,81,88,81,71,92,73
1170,Arthur,Brown,Arthur Brown,92,69,93,67,79,84,69
1171,Corey,Monroe,Corey Monroe,50,87,93,84,86,73,74
1172,Angel,Green,Angel Green,99,98,94,96,95,88,92
1173,Tina,Anderson,Tina Anderson,70,68,89,60,79,85,66
1174,Rebecca,Khan,Rebecca Khan,92,93,86,61,78,80,62
1175,Terry,Dean,Terry Dean,82,70,86,66,97,93,91
1176,Tyler,Martin,Tyler Martin,83,73,82,62,92,68,76
1177,Derrick,Hartman,Derrick Hartman,84,85,64,74,79,92,64
1178,Mark,Stevens,Mark Stevens,60,71,91,83,93,88,97
1179,Scott,Tate,Scott Tate,67,60,99,60,82,81,63
1180,Melissa,Deleon,Melissa Deleon,96,92,93,91,88,90,88
1181,Nicole,Newman,Nicole Newman,97,63,61,77,74,94,61
1182,Brent,Burton,Brent Burton,89,62,79,60,93,77,73
1183,Victor,Bright,Victor Bright,68,95,62,65,70,65,64
1184,Kenneth,Turner,Kenneth Turner,82,85,94,75,97,98,76
1185,Lisa,Bailey,Lisa Bailey,85,78,99,81,60,83,75
1186,Nancy,Fowler,Nancy Fowler,86,66,84,86,74,91,66
1187,Gabriel,Wilson,Gabriel Wilson,87,86,89,94,93,91,88
1188,Andrea,Barrett,Andrea Barrett,98,81,58,78,91,74,75
1189,Jessica,Williams,Jessica Williams,91,94,75,86,84,67,97
1190,Hector,Cox,Hector Cox,100,90,89,91,86,75,72
1191,Michelle,Mendoza,Michelle Mendoza,50,60,70,75,100,62,100
1192,Adam,Wallace,Adam Wallace,75,92,70,62,87,87,98
1193,Kelly,Harris,Kelly Harris,86,62,81,63,92,75,79
1194,Anthony,Clark,Anthony Clark,80,66,67,72,78,99,67
1195,Randall,Wyatt,Randall Wyatt,56,66,92,74,79,80,68
1196,Ryan,Sutton,Ryan Sutton,91,72,85,78,92,82,85
1197,Rick,Garcia,Rick Garcia,94,65,90,79,97,76,75
1198,Frank,Schmitt,Frank Schmitt,81,82,99,86,88,60,89
1199,Alan,Mcgrath,Alan Mcgrath,94,82,91,94,100,99,69
1200,Lauren,Gomez,Lauren Gomez,99,89,93,87,86,90,96
1201,Katherine,Taylor,Katherine Taylor,88,83,62,88,100,83,84
1202,Ashley,York,Ashley York,79,74,68,82,65,73,89
1203,Charles,Rangel,Charles Rangel,49,85,70,90,79,71,67
1204,Brooke,Burnett,Brooke Burnett,97,99,67,87,66,68,67
1205,Ronald,Lane,Ronald Lane,96,70,82,71,99,90,65
1206,Emma,Andrews,Emma Andrews,89,71,75,65,74,93,90
1207,Nancy,Esparza,Nancy Esparza,94,90,77,65,83,79,96
1208,Sean,Erickson,Sean Erickson,62,73,95,68,61,60,68
1209,Heather,Davis,Heather Davis,68,94,92,77,79,88,74
1210,Kimberly,Bailey,Kimberly Bailey,58,66,99,98,69,65,78
1211,Tracy,Garcia,Tracy Garcia,92,77,75,84,74,82,78
1212,Brenda,Rhodes,Brenda Rhodes,90,78,86,83,98,71,84
1213,Sarah,Brooks,Sarah Brooks,84,67,89,96,88,60,88
1214,Jennifer,Beck,Jennifer Beck,81,85,50,53,55,91,78
1215,Allison,Bond,Allison Bond,87,89,94,82,81,98,88
1216,Jessica,Smith,Jessica Smith,88,75,83,74,76,72,61
1217,Carol,Nguyen,Carol Nguyen,76,83,100,96,65,98,97
1218,George,Francis,George Francis,60,66,65,90,61,96,74
1219,Michelle,Dixon,Michelle Dixon,85,64,98,68,70,63,77
1220,Linda,George,Linda George,73,88,57,93,85,85,77
1221,Larry,Bruce,Larry Bruce,99,81,80,89,75,83,93
1222,Charles,Myers,Charles Myers,95,57,77,81,83,57,70
1223,Matthew,Boyd,Matthew Boyd,92,90,92,78,59,68,96
1224,Ronald,Brewer,Ronald Brewer,100,94,76,60,95,90,66
1225,Kimberly,Mcgee,Kimberly Mcgee,89,67,98,94,89,60,95
1226,Jill,Anderson,Jill Anderson,94,66,68,94,62,76,77
1227,David,Coffey,David Coffey,89,64,78,85,68,84,99
1228,Brittany,Henderson,Brittany Henderson,74,79,82,51,67,65,82
1229,Holly,Richardson,Holly Richardson,95,82,70,81,94,93,69
1230,Justin,Brooks,Justin Brooks,93,74,98,100,62,83,87
1231,Joan,Frederick,Joan Frederick,94,91,98,94,88,97,94
1232,Loretta,Webb,Loretta Webb,85,80,84,96,45,84,90
1233,Toni,Zimmerman,Toni Zimmerman,94,98,74,94,35,95,80
1234,Jaime,Houston,Jaime Houston,95,88,85,66,70,72,97
1235,Jacqueline,Goodman,Jacqueline Goodman,97,82,100,69,64,73,88
1236,Brian,Crawford,Brian Crawford,100,83,67,77,88,76,84
1237,John,Reynolds,John Reynolds,99,65,97,89,87,72,86
